word,label,label_Liu,label_SentiWords,label_AFINN,label_WordStat,label_sentiwordnet
contractile,,,0.28394,,,0.625
contractility,,,-0.28345,,,-0.375
contracting,,,-0.07997,,,-0.125
contraction,,,,,-1.0,
contractions,,,,,-1.0,
contractually,,,0.17826,,,0.375
contracture,,,-0.07997,,,-0.125
contradict,-2.0,-1.0,-0.39298,,,
contradiction,-2.0,-1.0,-0.31766,,,-0.0625
contradictions,-1.0,,,,,
contradictory,-2.0,-1.0,-0.335975,,,-0.375
contradicts,-1.0,,,,,
contradistinguish,,,0.15199000000000001,,,0.375
contraindicate,,,-0.19821,,,-0.25
contrarian,,,-0.19821,,,-0.25
contrarily,,,-0.28345,,,
contrariness,-2.0,-1.0,-0.4053,,,
contrarious,,,-0.39584,,,
contrariwise,,,-0.21163,,,
contrary,-2.0,,-0.10643,,-1.0,0.35
contrast,,,0.087895,,,
contrasting,,,-0.031180000000000003,,,
contrastingly,,,0.12208,,,0.125
contrastive,,,0.01201,,,0.0625
contrasty,,1.0,-0.07997,,,-0.125
contravene,-2.0,-1.0,-0.1162,,-1.0,
contravened,,,,,-1.0,
contravenes,,,,,-1.0,
contretemps,,,-0.19821,,,-0.25
contribute,,,0.23242,,1.0,
contributed,,,,,1.0,
contributes,,,,,1.0,
contributing,,,-0.08901,,,
contribution,1.0,1.0,0.34323000000000004,,1.0,0.0625
contributions,1.0,,,,1.0,
contributive,,,-0.08901,,,
contributor,,,,,1.0,
contributors,,,,,1.0,
contributory,,,-0.08901,,,
contrite,,,-0.42036,,,
contritely,,,0.15793,,,
contriteness,,,-0.1874,,,
contrition,,,-0.20486,,,-0.25
contrivance,,,-0.00707,,,0.1875
contrive,-2.0,-1.0,,,-1.0,
contrived,-2.0,-1.0,0.30051,,-1.0,0.625
contrives,,,,,-1.0,
contriving,-1.0,,,,,
control,,,-0.179705,,,0.015625
controllable,,,0.28394,,,
controlled,,,0.15199000000000001,,,0.375
controversial,-1.0,-1.0,-0.057929999999999995,-2.0,,0.5
controversialist,,,0.21734,,,
controversially,,,0.12208,-2.0,,
controversies,,,,,-1.0,
controversy,-1.0,-1.0,-0.44105,,,
controvert,,,-0.45974,,-1.0,
controverted,,,,,-1.0,
controverting,,,,,-1.0,
controverts,,,,,-1.0,
contumacious,,,-0.38925,,,-0.625
contumaciously,,,0.12208,,,
contumacy,,,-0.10450999999999999,,,-0.25
contumelious,,,-0.17327,,,-0.25
contumeliously,,,0.21734,,,
contumely,,,-0.19821,,,
contusion,,,-0.27860999999999997,,,-0.3125
conundrum,,,-0.29046,,-1.0,
conundrums,,,,,-1.0,
convalesce,,,-0.34088,,,
convalescence,,,-0.34088,,,
convalescent,,,-0.006484999999999998,,,-0.125
convallaria,,,-0.07997,,,
convallariaceae,,,-0.38925,,,
convene,,,,,1.0,
convened,,,,,1.0,
convener,,,,,1.0,
conveners,,,,,1.0,
convenes,,,,,1.0,
convenience,,1.0,0.5774699999999999,,1.0,0.3125
conveniences,,,,,1.0,
convenient,,1.0,0.55475,,1.0,0.1875
conveniently,2.0,1.0,0.12208,,1.0,
conventicle,,,-0.08847000000000001,,,-0.25
convention,,,-0.00108,,,-0.041666666666666664
conventional,,,0.08094,,,-0.175
conventionalisation,,,0.12208,,,
conventionalised,,,-0.38925,,,
conventionalism,,,0.12208,,,
conventionality,,,0.21184,,,0.16666666666666666
conventionalization,,,0.12208,,,0.125
conventionalized,,,-0.38925,,,
conventionally,,,0.21734,,,0.5
convergent,,,-0.13964000000000001,,,
conversant,,,0.21734,,,
conversationalist,,,0.2885,,,
conversationist,,,0.12208,,,
conversion,,,0.15723,,,0.017857142857142856
convert,,,0.013794999999999998,,,0.08333333333333333
converted,,,-0.17327,,,
convertibility,,,0.15199000000000001,,,0.375
convertible,,,0.21698499999999998,,,
conveyable,,,0.12208,,,
convict,,,,,-1.0,
convicted,,,,,-1.0,
convictfish,,,0.0403,,,
convicting,,,,,-1.0,
conviction,1.0,,-0.265,,1.0,
convictions,,,,,-1.0,
convicts,,,,,-1.0,
convience,,1.0,,,,
convienient,,1.0,,,,
convient,,1.0,,,,
convince,1.0,,0.13004000000000002,1.0,,
convinced,1.0,,-0.05574,1.0,,0.125
convinces,,,,1.0,,
convincible,,,-0.0611,,,
convincing,2.0,1.0,0.15106,,,
convincingly,2.0,1.0,0.17826,,,0.375
convivial,,,0.36466,2.0,,
conviviality,,,0.060820000000000006,,,
convivially,,,0.17826,,,0.375
convolute,,,0.06104,,-1.0,
convoluted,-2.0,-1.0,0.1569,,-1.0,0.125
convolutes,,,,,-1.0,
convulse,,,0.01925,,-1.0,-0.025
convulsed,,,,,-1.0,
convulses,,,,,-1.0,
convulsion,,,-0.36769,,-1.0,-0.3125
convulsions,,,,,-1.0,
convulsive,,,-0.44393999999999995,,-1.0,-0.625
convulsively,,,0.12208,,-1.0,0.125
coo,,,0.135615,,,-0.041666666666666664
cook,,,0.283585,,,0.03125
cookhouse,,,0.1067,,,0.125
cool,1.0,1.0,0.31999,1.0,1.0,0.041666666666666664
cooler,,,0.28093,,,
coolest,,1.0,,,1.0,
coolheaded,,,0.21734,,1.0,
coolie,,,-0.38925,,,
coolness,1.0,,0.1318,,-1.0,
cooly,,,-0.38925,,,-0.625
coon,,,-0.20643000000000003,,,-0.125
cooperate,1.0,,,,1.0,
cooperated,,,,,1.0,
cooperates,,,,,1.0,
cooperating,,,,,1.0,
cooperation,1.0,,,,1.0,
cooperative,1.0,1.0,,,1.0,
cooperatively,1.0,1.0,0.12208,,1.0,
cooperativeness,,,0.12208,,1.0,0.125
cooperatives,,,,,1.0,
coordinate,,,0.10093999999999999,,1.0,-0.03125
coordinated,1.0,,-0.00021,,1.0,
coordinately,,,0.12208,,,0.125
coordinates,,,,,1.0,
coordinating,,,,,1.0,
coordination,,,0.28925,,1.0,-0.03125
cop,,,-0.040295,,,
copacetic,,,-0.1183,,,
copasetic,,,0.20073,,,
copepod,,,-0.07997,,,
copepoda,,,0.28394,,,
copernican,,,0.27821999999999997,,,0.3125
copernicus,,,0.1067,,,0.125
copes,,,,,1.0,
copesetic,,,0.20073,,,
copesettic,,,0.20073,,,0.375
copestone,,,0.19229000000000002,,,
copilot,,,0.20394,,,-0.125
coping,-1.0,,,,,
copious,,,0.1067,,1.0,
copout,-1.0,,-0.17327,,,-0.25
copper,,,0.053520000000000005,,,
copperhead,,,-0.02298,,,
copperplate,,,0.12545,,,0.125
coprolalia,,,-0.38925,,,-0.625
coprolith,,,-0.07997,,,
copy,,,0.048365,,,-0.041666666666666664
copybook,,,0.21734,,,0.5
copycat,-1.0,,-0.46411,,,
copyof,-1.0,,,,,
coquetry,,,0.28394,,,
coquettish,,,0.15793,,,
coquettishly,,,0.15793,,,
coral,,,0.17131500000000002,,,0.03125
cord,,,0.02022,,,-0.03125
cordaites,,,0.12208,,,
cordate,,,0.15793,,,
cordial,1.0,,0.2979,,,
cordiality,,,-0.38925,,,-0.625
cordially,,,0.21734,,,
cordiform,,,0.15793,,,
corditis,,,-0.34088,,,-0.5
cordless,,,0.39566,,,-0.625
cordon,,,0.0664,,,0.08333333333333333
core,,,0.146055,,,0.017857142857142856
coreidae,,,-0.17327,,,
corespondent,,,-0.0611,,,-0.125
coriander,,,0.029310000000000003,,,-0.375
corinthian,,,0.052770000000000004,,,
cork,,,0.017669999999999998,,,-0.025
corked,,,-0.38925,,,
corking,,,0.44363,,,
corky,,,-0.38925,,,-0.625
cormose,,,-0.01819,,,
cormous,,,-0.01819,,,
corn,,,0.091565,,,-0.041666666666666664
corneille,,,0.17826,,,
cornel,,,0.12208,,,
corner,,,-0.022269999999999998,,,0.041666666666666664
cornered,,,,-2.0,,
cornerstone,2.0,1.0,,,,
corniest,-1.0,,,,,
cornpone,,,-0.34088,,,
cornucopia,,,0.17964000000000002,,,
corny,-1.0,,-0.0017800000000000001,,-1.0,
corollary,,,0.10554000000000001,,,0.0625
coroner,,,-0.4685,,,
coronet,,,0.19186,,,0.25
coropuna,,,0.15793,,,0.25
corporality,,,-0.28345,,,
corporate,,,-0.026739999999999996,,,
corporeality,,,-0.28345,,,
corpse,-1.0,,,-1.0,,
corpulency,,,-0.34088,,,
corpulent,,,-0.08901,,,
corrasion,,,-0.07997,,,
correct,1.0,1.0,0.50479,,1.0,-0.125
correctable,,,0.21734,,,0.5
corrected,,,-0.38925,,1.0,-0.625
correcting,,,,,1.0,
correction,,,-0.18963,,1.0,-0.0625
correctional,,,-0.24049,,1.0,0.25
correctitude,,,0.28394,,1.0,
corrective,,,-0.01634,,-1.0,0.625
correctives,,,,,-1.0,
correctly,2.0,1.0,0.15793,,1.0,
correctness,,,0.35873,,1.0,0.375
correlative,,,-0.01149,,,-0.041666666666666664
correspond,,,0.14455,,,
correspondence,,,0.41661000000000004,,,
correspondent,,,0.069815,,,-0.25
corresponding,,,0.05259,,,
correspondingly,,,0.15793,,,0.25
corrigendum,,,-0.0611,,,-0.125
corrigible,,,0.21734,,,0.5
corroborate,,,0.14381,,,
corroborative,,,,,1.0,
corroboratory,,,,,1.0,
corrode,-1.0,-1.0,,,-1.0,
corroded,,,-0.07997,,-1.0,-0.125
corrodes,,,,,-1.0,
corroding,,,,,-1.0,
corrosion,-1.0,-1.0,-0.0296,,-1.0,-0.125
corrosions,,-1.0,,,,
corrosive,-1.0,-1.0,0.08514,,-1.0,-0.1875
corrosives,,,,,-1.0,
corrupt,-2.0,-1.0,-0.467775,,-1.0,
corrupted,,-1.0,-0.37840999999999997,,-1.0,-0.375
corruptedly,,,0.15793,,,
corrupter,,,,,-1.0,
corruptibility,,,-0.06936,,,-0.125
corruptible,,,0.28394,,,
corrupting,,-1.0,-0.14204,,-1.0,0.0625
corruption,-2.0,-1.0,-0.47726,,-1.0,
corruptions,,,,,-1.0,
corruptive,,,-0.2506,,-1.0,
corruptly,,,0.15793,,-1.0,0.25
corruptness,,,0.09369,,-1.0,0.1875
corrupts,,-1.0,,,-1.0,
corruptted,,-1.0,,,,
cortically,,,0.21734,,,0.5
cortisone,,,-0.17074,,,
corundom,,,-0.07997,,,
corundum,,,-0.07997,,,-0.125
coruscate,,,0.31129,,1.0,
coruscated,,,,,1.0,
coruscates,,,,,1.0,
coruscation,,,-0.02298,,,-0.125
corvette,,,0.15793,,,0.25
corymbose,,,0.0403,,,0.125
coryza,,,-0.34088,,,
cosher,,,-0.0611,,,
cosily,,,0.15793,,,
cosiness,,,0.12208,,,
cosmetic,,,0.00449,,,
cosmetician,,,0.1067,,,0.0625
cosmographer,,,0.17826,,,
cosmographist,,,0.17826,,,0.375
cosmography,,,-0.08847000000000001,,,-0.125
cosmology,,,0.1552,,,0.125
cosmopolitan,,,0.11505499999999999,,,-0.25
cosset,,,-0.06936,,,
cost,,,-0.12259500000000001,,,-0.041666666666666664
costalgia,,,-0.38925,,,
costate,,,-0.0296,,,
costia,,,0.17826,,,
costiasis,,,-0.07997,,,-0.125
costive,,,-0.28345,,,-0.375
costlier,,-1.0,,,,
costliness,,,0.15199000000000001,,-1.0,
costly,-1.0,-1.0,-0.52412,-2.0,-1.0,
costmary,,,-0.06819,,,-0.25
costochondritis,,,-0.38925,,,-0.625
costume,,,0.13100499999999998,,,-0.125
cosy,,,0.06104,,1.0,
cot,,,0.12249000000000002,,,
coterminously,,,0.17826,,,0.375
cotton,,,0.139585,,,0.041666666666666664
coughs,-1.0,,,,,
council,,,,,1.0,
councilman,,,,,1.0,
councilmen,,,,,1.0,
councilor,,,,,1.0,
councilors,,,,,1.0,
councils,,,,,1.0,
councilwoman,,,,,1.0,
councilwomen,,,,,1.0,
counseled,,,,,1.0,
counseling,,,,,1.0,
counsellor,,,,,1.0,
counselor,,,,,1.0,
counselors,,,,,1.0,
counsels,,,,,1.0,
count,,,0.26669,,,0.05
countenance,1.0,,-0.040260000000000004,,1.0,
countenanced,,,,,1.0,
countenances,,,,,1.0,
counter,,,0.0203325,,,-0.07142857142857142
counteract,,,-0.01461,,-1.0,
counteracted,,,,,-1.0,
counteracting,,,,,-1.0,
counteraction,,,,,-1.0,
counteractions,,,,,-1.0,
counteractive,,,-0.34088,,,-0.5
counteractively,,,0.15793,,,0.25
counteracts,,,,,-1.0,
counterbalance,,,0.010985,,-1.0,
counterbalanced,,,,,-1.0,
counterbalances,,,,,-1.0,
counterblast,,,0.15199000000000001,,,0.375
countercheck,,,0.05335,,,
counterfactuality,,,-0.26536,,,-0.375
counterfeit,,,-0.15000666666666665,,-1.0,
counterfeited,,,,,-1.0,
counterfeiters,,,,,-1.0,
counterfeiting,,,,,-1.0,
counterfeits,,,,,-1.0,
counterfit,,,,,-1.0,
counterinsurgent,,,-0.28345,,,-0.375
counterintuitive,,,-0.1874,,,-0.25
counterintuitively,,,0.15793,,,0.25
counterirritant,,,-0.19821,,,-0.25
countermand,,,-0.194625,,-1.0,-0.625
countermanded,,,,,-1.0,
countermanding,,,,,-1.0,
countermands,,,,,-1.0,
counterpoint,,,0.033865,,,0.041666666666666664
counterpoison,,,-0.07997,,,-0.125
counterproductive,-2.0,-1.0,-0.25931,,,-0.375
counterrevolutionary,,,-0.194625,,,-0.625
countersign,,,0.06104,,,0.125
counterstain,,,-0.07997,,,-0.125
countersuit,,,0.12208,,,0.125
countertransference,,,-0.07997,,,-0.125
countervail,,,0.013009999999999999,,-1.0,
countlessness,,,-0.07997,,,
country,1.0,,,,,
countywide,,,0.12208,,,0.125
coup,,,-0.07335,,-1.0,0.25
couped,,,,,-1.0,
coupes,,,,,-1.0,
coupists,-2.0,-1.0,,,,
couple,,,0.272925,,,-0.125
coupon,,,0.30951999999999996,,,
coups,,,,,-1.0,
courage,2.0,1.0,0.67184,2.0,,
courageous,2.0,1.0,0.79443,2.0,,0.25
courageously,2.0,1.0,0.17826,,,0.375
courageousness,2.0,1.0,-0.06936,,,-0.125
course,1.0,,-0.02036666666666667,,,
courser,,,0.08279,,,0.03125
court,2.0,,-0.37007500000000004,,,
courteous,2.0,1.0,0.48494,2.0,1.0,0.875
courteously,,,0.12208,,1.0,
courtesy,2.0,,0.46818000000000004,2.0,1.0,0.625
courtliness,,,0.15793,,,0.25
courtly,2.0,1.0,0.15793,,1.0,
cousinly,,,-0.0611,,,-0.125
couth,,,0.15793,,,0.25
couthie,,,0.28394,,,
couthy,,,0.28394,,,0.625
couture,,,0.15793,,,0.25
covalence,,,0.12208,,,
covalency,,,0.12208,,,0.125
covalent,,,-0.02386,,,0.125
covariant,,,-0.25931,,,-0.375
covariation,,,-0.28345,,,-0.375
covenant,1.0,1.0,,,1.0,
covenants,,,,,1.0,
cover,,,0.137705,,,-0.015625
coverage,,,0.14245,,,-0.25
coverall,,,-0.07997,,,-0.125
covering,,,0.01278,,,-0.041666666666666664
covert,,,-0.17201,,-1.0,-0.16666666666666666
covertly,,,0.15199000000000001,,-1.0,0.375
covertness,,,0.0403,,-1.0,
covet,,,-0.14099,,-1.0,-0.125
coveted,,,0.18918,,-1.0,
coveting,,,,,-1.0,
covetous,-2.0,-1.0,0.01637,,-1.0,
covetously,,,0.15955999999999998,,,
covetousness,,,-0.12772,,,-0.125
covets,,,,,-1.0,
cow,-1.0,,0.051445000000000005,,,
coward,-2.0,-1.0,-0.60456,-2.0,,-0.25
cowardice,,,-0.51646,,,
cowardliness,,,-0.25931,,,-0.375
cowardly,-2.0,-1.0,-0.49363999999999997,-2.0,,
cowboy,,,0.12628,,,0.25
cowed,,,,,-1.0,
cower,,,0.013009999999999999,,,
cowl,,,-0.01149,,,-0.0625
cowpox,,,-0.38925,,,
cowrie,,,0.21734,,,
cowry,,,0.21734,,,0.5
coxcomb,,,-0.04285,,,
coxsackievirus,,,-0.38925,,,-0.625
coy,,,0.12125999999999999,,,0.375
coyly,,,0.15793,,,0.25
coyness,,,0.17826,,,
cozen,,,-0.41706000000000004,,,-0.4375
cozenage,,,-0.07997,,,
cozily,,,0.15793,,,0.25
coziness,,,0.12208,2.0,,
cozy,2.0,1.0,0.290435,,1.0,-0.25
crab,,,0.253625,,,
crabapple,,,0.014119999999999999,,,-0.125
crabbed,,,-0.38925,,,
crabbedness,,,-0.42036,,,
crabbiness,,,-0.42036,,,
crabby,,-1.0,-0.51782,,-1.0,
crack,,-1.0,-0.5874033333333334,,-1.0,-0.07954545454545454
crackbrained,,,-0.08901,,,
crackdown,-1.0,,-0.01819,,,
cracked,,-1.0,-0.22871,,-1.0,-0.25
cracker,,,-0.0072900000000000005,,,
crackerberry,,,0.15793,,,
crackerjack,-1.0,,0.54499,,,
crackers,,,-0.28345,,,
cracking,,,0.221785,,-1.0,
crackle,,,0.10224666666666667,,,-0.125
crackles,1.0,,,,,
crackleware,,,0.12208,,,0.125
crackpot,,,,,-1.0,
crackpots,,,,,-1.0,
cracks,,-1.0,,,-1.0,
cracksman,,,0.12208,,,
crackup,,,,,-1.0,
crackups,,,,,-1.0,
cradlesong,,,-0.12275,,,
craft,,,0.152815,,,
crafted,1.0,,,,,
crafter,,,0.21734,,,
craftily,,-1.0,0.15793,,,
craftiness,,,0.2669,,,
crafting,1.0,,,,,
craftly,,-1.0,,,,
craftsman,,,0.42033000000000004,,,0.5625
craftsmanship,,,0.52194,,,
crafty,-2.0,-1.0,0.15952,,-1.0,
cragged,,,-0.07997,,,
craggy,,,-0.07997,,,
cram,,,,,-1.0,
crammed,,,,,-1.0,
crammer,,,,,-1.0,
crammers,,,,,-1.0,
cramming,,,,,-1.0,
cramp,,-1.0,-0.53871,-1.0,-1.0,-0.09375
cramped,-1.0,-1.0,,,-1.0,
cramping,,-1.0,,,-1.0,
cramps,,,,,-1.0,
crams,,,,,-1.0,
crane,,,0.078955,,,
crank,,,-0.17978000000000002,,,
crankier,,,,,-1.0,
crankiest,,,,,-1.0,
crankiness,,,-0.42036,,,
cranking,,,,,-1.0,
cranks,,,,,-1.0,
crankshaft,,,,,-1.0,
cranky,-2.0,-1.0,-0.55182,,-1.0,
crap,-2.0,-1.0,-0.19909000000000002,-3.0,-1.0,
crapes,,,,,-1.0,
crapped,,,,,-1.0,
crappiest,,,,,-1.0,
crapping,,,,,-1.0,
crappola,-1.0,,,,,
crappy,-2.0,-1.0,-0.63185,,-1.0,
craps,,-1.0,0.19877,,-1.0,0.375
crapshoot,,,0.19229000000000002,,,0.1875
crapulence,-1.0,,,,,
crapulent,,,-0.34088,,,
crapulous,,,-0.16702,,,-0.25
crash,,-1.0,-0.261945,-2.0,-1.0,-0.09090909090909091
crashed,,-1.0,,,-1.0,
crasher,,,-0.34088,,,
crashes,,-1.0,,,-1.0,
crashing,,-1.0,-0.0611,,-1.0,
crass,-2.0,-1.0,-0.33881,,-1.0,-0.375
crasser,,,,,-1.0,
crassest,,,,,-1.0,
crassitude,,,-0.13427,,,
crassly,-1.0,,,,,
crassness,,,-0.13427,,-1.0,
crave,2.0,,0.08879,,-1.0,
craved,,,0.21734,,-1.0,
craven,-2.0,-1.0,-0.12662,,-1.0,
cravenly,-2.0,-1.0,,,,
cravenness,,,0.17826,,,0.375
craves,,,,,-1.0,
craving,2.0,,-0.0611,,,-0.125
crawl,,,-0.14956,,,
crawled,-1.0,,,,,
crawler,,,0.01023,,,
crawlies,-1.0,,,,,
craze,-2.0,-1.0,0.12014,,,
crazed,,,-0.41281999999999996,,,
crazier,,,,-2.0,,
craziest,,,,-2.0,,
crazily,-2.0,-1.0,0.067,,,
craziness,-2.0,-1.0,-0.32324,,,
crazy,-2.0,-1.0,-0.00872,-2.0,-1.0,-0.25
crazyweed,,,-0.07997,,,
creak,,-1.0,,,,
creakily,,,0.15793,,,
creaking,-1.0,-1.0,,,,
creakingly,,,0.15793,,,
creaks,,-1.0,,,,
creaky,,,-0.18875,,,
cream,,,0.4228,,,
crease,,,-0.040755,,,
creaseless,,,0.15793,,,
creaseproof,,,0.15793,,,
create,1.0,,0.73864,,,0.125
creatin,,,-0.34088,,,
creatine,,,-0.34088,,,-0.5
creative,2.0,1.0,0.47866000000000003,2.0,,0.375
creatively,1.0,,0.12208,,,0.125
creativeness,,,0.12208,,,
creativity,1.0,,0.73433,,,0.125
creature,,,0.26293,,,
credence,2.0,1.0,0.15323,,,
credential,,,0.12208,,,
credentialled,,,0.17826,,,0.375
credentials,,,0.12208,,,0.125
credenza,,,0.17826,,,0.375
credibility,1.0,,0.45826000000000006,,1.0,
credible,2.0,1.0,0.49673,,1.0,0.5416666666666666
credibleness,,,-0.13964000000000001,,,
credit,,,-0.00019999999999999998,,,0.09375
creditable,,,0.21734,,,0.5
creditably,,,0.12208,,,
creditworthy,,,0.12208,,,
credulity,,,0.17826,,,0.375
credulous,-2.0,-1.0,0.24983000000000002,,-1.0,0.375
credulously,,,,,-1.0,
credulousness,,,0.17826,,,
creep,-1.0,-1.0,-0.515095,,-1.0,
creeped,-1.0,,,,,
creepiness,-1.0,,,,,
creeping,-1.0,-1.0,,,-1.0,
creeps,-1.0,-1.0,-0.33907,,-1.0,-0.4375
creepy,-1.0,-1.0,-0.64627,,-1.0,-0.875
crematorium,-1.0,,,,,
crenate,,,0.15793,,,
crenated,,,0.15793,,,
crenulate,,,0.15793,,,
crenulated,,,0.15793,,,0.25
creosote,,,-0.099105,,,-0.08333333333333333
crept,,-1.0,,,-1.0,
crepuscular,,,-0.33433,,,-0.5
crescent,,,0.11001,,,
crested,,,-0.014159999999999999,,,
crestfallen,,,-0.0611,-2.0,,
cresting,1.0,,,,,
cretaceous,,,-0.0036599999999999966,,,-0.1875
cretin,,,-0.18107,,-1.0,
cretinism,,,-0.33433,,,-0.5
cretinous,,,-0.39584,,,-0.875
cretins,,,,,-1.0,
crevice,,,-0.1226,,,
crib,,,0.321645,,,0.041666666666666664
cribbed,-1.0,,,,,
cried,-1.0,,,-2.0,-1.0,
crier,,,-0.02967,,,
cries,,,,-2.0,-1.0,
crikey,-1.0,,,,,
crime,-1.0,-1.0,-0.78897,-3.0,-1.0,-0.375
crimes,-2.0,,,,-1.0,
criminal,-1.0,-1.0,-0.723525,-3.0,-1.0,-0.375
criminalism,,,0.12208,,,
criminalities,,,,,-1.0,
criminality,,,0.12208,,-1.0,
criminalize,,,-0.08847000000000001,,,-0.25
criminally,,,0.1552,,-1.0,
criminalness,,,0.12208,,,0.125
criminals,,,,-3.0,-1.0,
criminate,,,-0.06819,,-1.0,
criminated,,,,,-1.0,
criminative,,,-0.02386,,,
criminatory,,,-0.02386,,,
crimp,,,0.00607,,,
crimson,,,0.09566333333333332,,,
cringe,-2.0,-1.0,-0.40704,,-1.0,
cringed,,-1.0,,,-1.0,
cringes,,-1.0,,,-1.0,
cringing,-1.0,,0.36466,,,
crinkle,,,-0.01149,,-1.0,
crinkled,,,-0.07997,,-1.0,
crinkleroot,,,-0.07997,,,
crinkles,,,,,-1.0,
crinkly,,,-0.07997,,,
crinoline,,,-0.00246,,,-0.0625
criollo,,,0.16465,,,0.375
cripple,-2.0,-1.0,-0.653195,,-1.0,-0.5
crippled,-2.0,-1.0,-0.34088,,-1.0,
cripples,,-1.0,,,-1.0,
crippling,-2.0,-1.0,-0.60238,,-1.0,
crisis,-1.0,-1.0,-0.71597,-3.0,,-0.0625
crisp,1.0,1.0,0.02374,,1.0,0.5
crispate,,,-0.0611,,,-0.125
crisped,,,,,1.0,
crisper,,1.0,,,1.0,
crispest,,,,,1.0,
crispier,,,,,1.0,
crispiest,,,,,1.0,
crispiness,,,0.12208,,,
crisply,,,0.17826,,,
crispness,,,0.34976999999999997,,,0.2916666666666667
crisscross,,,-0.0495525,,,
crisscrossed,,,-0.19821,,,-0.25
critic,-2.0,-1.0,-0.18288,-2.0,,0.08333333333333333
critical,-2.0,-1.0,-0.21664,,,-0.025
critically,,,0.12208,,,0.125
criticise,,,-0.18141,,,
criticism,-2.0,-1.0,-0.28499,-2.0,,
criticisms,-2.0,-1.0,,,,
criticize,-2.0,-1.0,-0.6241,-2.0,,-0.125
criticized,,-1.0,,-2.0,,
criticizes,,,,-2.0,,
criticizing,,-1.0,,-2.0,,
critics,-2.0,-1.0,,-2.0,,
critique,,,0.00441,,-1.0,0.5
critiqued,,,,,-1.0,
critiques,,,,,-1.0,
croak,,,-0.197115,,-1.0,
croaked,,,,,-1.0,
croaking,,,-0.28345,,-1.0,-0.375
croaks,,,,,-1.0,
crock,-1.0,,0.017515000000000003,,,-0.08333333333333333
crocodilian,,,-0.19821,,,
crocodilus,,,-0.07997,,,
crocodylidae,,,0.12208,,,
crocodylus,,,-0.07997,,,
cromorne,,,-0.07997,,,
cronartium,,,-0.34088,,,
crone,,,-0.34088,,,
crony,,,0.12208,,,
cronyism,,-1.0,-0.38925,,,-0.625
crook,-2.0,-1.0,-0.271335,,-1.0,
crookback,,,-0.17044,,,
crookbacked,,,-0.34088,,,
crooked,-2.0,-1.0,-0.41391000000000006,,-1.0,-0.4166666666666667
crookedly,,,0.12208,,-1.0,
crookedness,,,-0.035089999999999996,,,
crooks,,-1.0,,,-1.0,
crooning,,,-0.1294,,,-0.1875
cross,-2.0,,0.11497000000000002,,-1.0,
crossbench,,,-0.38925,,,-0.625
crossbencher,,,-0.34088,,,-0.5
crossbill,,,,,-1.0,
crossbones,,,-0.07997,,,-0.125
crossbred,,,,,-1.0,
crossbreed,,,,,-1.0,
crossbreeding,,,,,-1.0,
crossbreeds,,,,,-1.0,
crosscut,,,0.07877,,,
crossed,,,,,-1.0,
crosser,,,,,-1.0,
crosses,,,,,-1.0,
crossest,,,,,-1.0,
crossfire,,,,,-1.0,
crossing,,,0.06397,,-1.0,
crossings,,,,,-1.0,
crossly,,,-0.19821,,,
crossness,,,-0.42905,,,-0.75
crossopterygii,,,0.12208,,,
crossover,,,0.15267,,,
crosspatch,,,-0.28345,,,
crosswalk,,,0.06995,,,0.125
crosswise,,,-0.044235000000000003,,-1.0,-0.0625
crotchet,,,0.12895,,,
crotchetiness,,,-0.42036,,,
crotchety,,,-0.40371,,,
croup,,,-0.22494,,,
croupy,,,-0.02386,,,0.125
crow,,,-0.181855,,,-0.07142857142857142
crowbait,,,0.17826,,,0.375
crowd,,,-0.08523,,,
crowded,-1.0,-1.0,-0.45771000000000006,,-1.0,0.125
crowdedness,,-1.0,,,,
crowdpleaser,1.0,,,,,
crowfoot,,,-0.07997,,,
crowing,,,-0.038065,,,
crown,,,0.11938,,,
crowning,,,0.23112,,,0.3125
crownless,,,-0.07997,,,
crownwork,,,-0.19821,,,
crp,,,-0.28345,,,-0.375
crucial,,,0.05729,,,0.375
crucifer,,,-0.07997,,,
crucifixion,-1.0,,-0.5484399999999999,,,
crucify,,,-0.69299,,-1.0,
crucifying,,,,,-1.0,
crud,,,-0.19005,,,-0.25
cruddy,,,-0.39474000000000004,,-1.0,
crude,-1.0,-1.0,-0.23747,,,
crudely,-1.0,,0.16965999999999998,,,0.125
crudeness,-1.0,,-0.38134,,,
crudity,-1.0,,-0.29074,,-1.0,
cruel,-2.0,-1.0,-0.56357,-3.0,,
crueler,,-1.0,,,,
cruelest,,-1.0,,,,
cruelly,-2.0,-1.0,0.02975,,,
cruelness,,-1.0,-0.39584,,,
cruelties,-2.0,-1.0,,,,
cruelty,-2.0,-1.0,-0.6532,-3.0,,
cruise,,,0.156645,,,-0.03125
crumble,-1.0,-1.0,-0.21993000000000001,,-1.0,
crumbled,,,,,-1.0,
crumbles,,,,,-1.0,
crumbliness,,,-0.34088,,,
crumbling,,-1.0,,,-1.0,
crumbly,,,-0.19821,,,
crumby,,,,,-1.0,
crumhorn,,,-0.07997,,,
crummy,,-1.0,-0.324,,-1.0,
crump,,,-0.01545,,,-0.125
crumple,-1.0,-1.0,0.0098,,-1.0,
crumpled,,-1.0,,,-1.0,
crumples,,-1.0,,,-1.0,
crunch,,,-0.013869999999999999,,-1.0,
crunched,,,,,-1.0,
crunches,,,,,-1.0,
crunching,,,,,-1.0,
